rbpA	ABK74095.1	100.000	114	0	0	1	114	4	117	2.21e-76	232
rbpA	WP_003895305.1	100.000	114	0	0	1	114	1	114	3.18e-76	231
rbpA	WP_059093532.1	98.214	112	2	0	1	112	1	112	8.68e-74	225
rbpA	MDA4102900.1	98.214	112	2	0	1	112	4	115	1.19e-73	225
rbpA	WP_026255985.1	97.321	112	3	0	1	112	1	112	1.49e-73	224
rbpA	WP_011559900.1	98.214	112	2	0	1	112	1	112	1.59e-73	224
rbpA	WP_026356597.1	97.321	112	3	0	1	112	1	112	2.13e-73	224
rbpA	WP_073680277.1	98.214	112	2	0	1	112	1	112	2.52e-73	224
rbpA	WP_135125109.1	97.321	112	3	0	1	112	1	112	3.58e-73	223
rbpA	HYZ68544.1	97.321	112	3	0	1	112	1	112	3.78e-73	223
rbpA	WP_036394353.1	97.321	112	3	0	1	112	1	112	3.78e-73	223
rbpA	MDY6869784.1	97.321	112	3	0	1	112	1	112	4.45e-73	223
rbpA	WP_029373040.1	97.321	112	3	0	1	112	1	112	4.65e-73	223
rbpA	HEX7428056.1	93.860	114	7	0	1	114	1	114	5.08e-73	223
rbpA	WP_264015750.1	96.429	112	4	0	1	112	1	112	5.08e-73	223
rbpA	WP_036439282.1	97.321	112	3	0	1	112	1	112	5.61e-73	223
rbpA	WP_085191603.1	97.321	112	3	0	1	112	1	112	5.67e-73	223
rbpA	WP_003880369.1	97.321	112	3	0	1	112	1	112	5.67e-73	223
rbpA	MBS1693526.1	95.536	112	5	0	1	112	1	112	6.69e-73	223
rbpA	HET9565636.1	93.860	114	7	0	1	114	1	114	6.98e-73	223
rbpA	WP_019512961.1	98.198	111	2	0	1	111	1	111	7.80e-73	223
rbpA	MCB0934035.1	98.198	111	2	0	1	111	1	111	1.03e-72	222
rbpA	WP_407772385.1	95.536	112	5	0	1	112	1	112	1.04e-72	222
rbpA	WP_070188776.1	96.429	112	4	0	1	112	1	112	1.10e-72	222
rbpA	WP_265996278.1	96.429	112	4	0	1	112	1	112	1.20e-72	222
rbpA	WP_221882628.1	96.429	112	4	0	1	112	1	112	1.28e-72	222
rbpA	WP_163676072.1	95.536	112	5	0	1	112	1	112	1.38e-72	222
rbpA	WP_217159052.1	96.429	112	4	0	1	112	1	112	1.41e-72	222
rbpA	OBA92873.1	95.536	112	5	0	1	112	1	112	1.54e-72	222
rbpA	MDY6995094.1	97.297	111	3	0	1	111	1	111	1.92e-72	222
rbpA	WP_059092821.1	96.429	112	4	0	1	112	1	112	2.24e-72	221
rbpA	HTY27818.1	95.536	112	5	0	1	112	1	112	2.79e-72	221
rbpA	WP_243071813.1	95.536	112	5	0	1	112	1	112	2.79e-72	221
rbpA	WP_232171786.1	97.297	111	3	0	1	111	1	111	2.98e-72	221
rbpA	WP_049748912.1	95.536	112	5	0	1	112	1	112	3.87e-72	221
rbpA	WP_046365694.1	96.396	111	4	0	1	111	1	111	3.92e-72	221
rbpA	WP_048631628.1	96.396	111	4	0	1	111	1	111	4.09e-72	221
rbpA	WP_264022623.1	95.536	112	5	0	1	112	1	112	4.32e-72	221
rbpA	HEY5151914.1	95.536	112	5	0	1	112	1	112	4.98e-72	221
rbpA	WP_059019597.1	94.643	112	6	0	1	112	1	112	5.44e-72	221
rbpA	WP_123025754.1	94.643	112	6	0	1	112	1	112	6.07e-72	220
rbpA	TXI38299.1	96.396	111	4	0	1	111	1	111	8.17e-72	220
rbpA	HYP94793.1	94.643	112	6	0	1	112	1	112	9.42e-72	220
rbpA	WP_260759166.1	93.750	112	7	0	1	112	1	112	9.85e-72	220
rbpA	WP_178360174.1	93.750	112	7	0	1	112	1	112	1.03e-71	220
rbpA	MDT5021465.1	94.643	112	6	0	1	112	1	112	1.04e-71	220
rbpA	WP_159234743.1	95.495	111	5	0	1	111	1	111	1.21e-71	219
rbpA	MGD9622595.1	95.495	111	5	0	1	111	1	111	1.40e-71	219
rbpA	WP_043409883.1	95.495	111	5	0	1	111	1	111	1.43e-71	219
rbpA	MCB0941394.1	94.643	112	6	0	1	112	1	112	1.51e-71	219
rbpA	MBU3750613.1	96.396	111	4	0	1	111	1	111	1.84e-71	219
rbpA	WP_014816271.1	95.495	111	5	0	1	111	1	111	1.92e-71	219
rbpA	MET0757848.1	93.750	112	7	0	1	112	1	112	2.08e-71	219
rbpA	MCH9667793.1	94.643	112	6	0	1	112	1	112	2.19e-71	219
rbpA	WP_104864975.1	94.595	111	6	0	1	111	1	111	2.22e-71	219
rbpA	MCB0949381.1	95.495	111	5	0	1	111	1	111	2.50e-71	219
rbpA	WP_069413427.1	94.643	112	6	0	1	112	1	112	2.95e-71	219
rbpA	WP_137149309.1	93.750	112	7	0	1	112	1	112	3.29e-71	219
rbpA	WP_094484005.1	93.750	112	7	0	1	112	1	112	3.52e-71	218
rbpA	MCB0925785.1	95.495	111	5	0	1	111	1	111	3.76e-71	218
rbpA	WP_098002685.1	92.857	112	8	0	1	112	1	112	3.80e-71	218
rbpA	WP_221369708.1	92.857	112	8	0	1	112	1	112	4.38e-71	218
rbpA	WP_163803442.1	93.750	112	7	0	1	112	1	112	4.58e-71	218
rbpA	WP_325671587.1	94.643	112	6	0	1	112	1	112	4.58e-71	218
rbpA	WP_424381198.1	92.857	112	8	0	1	112	1	112	4.89e-71	218
rbpA	MGE0219958.1	94.595	111	6	0	1	111	1	111	5.06e-71	218
rbpA	WP_067801986.1	94.643	112	6	0	1	112	1	112	5.34e-71	218
rbpA	HYJ55001.1	94.595	111	6	0	1	111	1	111	5.96e-71	218
rbpA	WP_024454873.1	93.750	112	7	0	1	112	1	112	6.36e-71	218
rbpA	MCH9733025.1	95.495	111	5	0	1	111	1	111	6.87e-71	218
rbpA	MCX6480537.1	95.495	111	5	0	1	111	1	111	6.95e-71	218
rbpA	WP_167159647.1	93.750	112	7	0	1	112	1	112	7.50e-71	218
rbpA	MCW2686756.1	92.857	112	8	0	1	112	1	112	8.19e-71	218
rbpA	HEY4795890.1	92.857	112	8	0	1	112	1	112	1.02e-70	217
rbpA	MEI6253115.1	94.595	111	6	0	1	111	1	111	1.03e-70	217
rbpA	MDQ1248248.1	94.595	111	6	0	1	111	1	111	1.04e-70	217
rbpA	MBU3707225.1	94.595	111	6	0	1	111	1	111	1.05e-70	217
rbpA	WP_090358198.1	92.857	112	8	0	1	112	1	112	1.27e-70	217
rbpA	WP_064285290.1	92.793	111	8	0	1	111	1	111	1.37e-70	217
rbpA	WP_083144432.1	92.793	111	8	0	1	111	1	111	1.43e-70	217
rbpA	WP_370490157.1	91.964	112	9	0	1	112	1	112	1.51e-70	217
rbpA	MDA0249892.1	91.964	112	9	0	1	112	1	112	1.67e-70	217
rbpA	WP_325677518.1	91.964	112	9	0	1	112	1	112	1.85e-70	217
rbpA	MFN8100163.1	92.857	112	8	0	1	112	1	112	1.89e-70	217
rbpA	WP_167101714.1	92.857	112	8	0	1	112	1	112	2.18e-70	216
rbpA	MCB1265746.1	91.964	112	9	0	1	112	1	112	2.48e-70	216
rbpA	WP_163775432.1	91.964	112	9	0	1	112	1	112	2.62e-70	216
rbpA	WP_353361435.1	92.857	112	8	0	1	112	1	112	3.06e-70	216
rbpA	MGA8327760.1	92.857	112	8	0	1	112	1	112	3.69e-70	216
